SensorID,Local,Latitude,Longitude,Temperatura,Umidade,Vibracao,Qualidade_Solo,Risco,Data_Registro,Local_Enc,Risco_Enc
SENSOR-02168,Morro Azul,-23.200776,-46.69768,39.33,29.22,6.71,97.13,Médio,2025-03-18,2,2
SENSOR-02169,Serra Branca,-23.012562,-46.31345,16.48,41.94,2.23,77.0,Baixo,2025-05-02,3,1
SENSOR-02170,Vale Seguro,-23.46664,-46.385385,36.75,76.45,4.93,44.93,Médio,2025-04-12,4,2
SENSOR-02171,Morro Azul,-23.43381,-46.749099,19.46,68.02,6.39,9.16,Alto,2025-03-16,2,0
SENSOR-02172,Colina Alta,-23.237624,-46.464805,17.3,32.75,8.38,39.98,Alto,2025-05-28,0,0
SENSOR-02173,Vale Seguro,-23.289543,-46.398219,31.56,27.16,5.93,31.51,Médio,2025-04-18,4,2
SENSOR-02174,Morro Azul,-23.494841,-46.719231,20.69,35.35,0.25,48.82,Médio,2025-05-10,2,2
SENSOR-02175,Vale Seguro,-23.155164,-46.323724,15.48,66.27,6.57,71.58,Médio,2025-05-19,4,2
SENSOR-02176,Serra Branca,-23.474284,-46.590619,15.01,38.77,9.53,50.6,Alto,2025-05-23,3,0
SENSOR-02177,Vale Seguro,-23.442838,-46.455318,24.05,27.76,5.43,8.84,Alto,2025-05-25,4,0
SENSOR-02178,Encosta Verde,-23.020625,-46.325481,21.99,59.6,5.91,71.6,Médio,2025-05-15,1,2
SENSOR-02179,Serra Branca,-23.472442,-46.675483,17.54,34.01,6.19,77.09,Médio,2025-05-25,3,2
SENSOR-02180,Morro Azul,-23.125525,-46.708719,19.02,96.17,5.28,57.22,Médio,2025-05-15,2,2
SENSOR-02181,Morro Azul,-23.31879,-46.792251,15.18,48.62,0.6,35.5,Médio,2025-03-08,2,2
SENSOR-02182,Colina Alta,-23.353202,-46.681894,28.6,65.71,3.75,65.27,Baixo,2025-05-14,0,1
SENSOR-02183,Serra Branca,-23.475724,-46.578816,24.93,21.52,1.32,6.96,Alto,2025-03-17,3,0
SENSOR-02184,Colina Alta,-23.428118,-46.308163,29.29,48.1,0.83,15.82,Alto,2025-05-25,0,0
SENSOR-02185,Serra Branca,-23.108188,-46.645229,38.97,69.64,2.03,13.24,Alto,2025-03-13,3,0
SENSOR-02186,Vale Seguro,-23.399648,-46.586039,32.64,88.41,4.52,51.59,Médio,2025-03-08,4,2
SENSOR-02187,Colina Alta,-23.263544,-46.686648,37.0,69.76,4.86,44.23,Médio,2025-05-28,0,2
SENSOR-02188,Morro Azul,-23.40578,-46.761188,32.97,39.42,1.08,36.38,Médio,2025-03-11,2,2
SENSOR-02189,Vale Seguro,-23.173285,-46.691571,24.87,58.51,4.49,70.07,Médio,2025-04-04,4,2
SENSOR-02190,Encosta Verde,-23.188205,-46.515206,29.29,37.21,5.48,79.36,Médio,2025-05-15,1,2
SENSOR-02191,Colina Alta,-23.495657,-46.725542,16.04,57.11,6.08,91.5,Médio,2025-03-14,0,2
SENSOR-02192,Encosta Verde,-23.137109,-46.466805,20.65,46.0,9.24,90.25,Alto,2025-03-09,1,0
SENSOR-02193,Encosta Verde,-23.33384,-46.696171,31.5,94.24,6.02,52.74,Médio,2025-03-04,1,2
SENSOR-02194,Serra Branca,-23.174842,-46.496611,27.9,90.37,5.21,45.17,Médio,2025-04-11,3,2
SENSOR-02195,Morro Azul,-23.353486,-46.586229,39.12,80.7,1.65,90.93,Baixo,2025-03-09,2,1
SENSOR-02196,Vale Seguro,-23.214456,-46.583762,29.78,68.94,6.29,2.88,Alto,2025-06-02,4,0
SENSOR-02197,Encosta Verde,-23.390723,-46.343371,17.45,56.22,5.01,9.6,Alto,2025-03-16,1,0
SENSOR-02198,Colina Alta,-23.292349,-46.368608,23.37,80.4,7.69,59.92,Alto,2025-04-13,0,0
SENSOR-02199,Encosta Verde,-23.17947,-46.521478,18.26,81.6,2.12,69.97,Baixo,2025-05-17,1,1
SENSOR-02200,Colina Alta,-23.420064,-46.586566,39.36,49.72,2.96,3.47,Alto,2025-03-24,0,0
SENSOR-02201,Encosta Verde,-23.158683,-46.442648,36.15,68.76,7.71,3.0,Alto,2025-05-19,1,0
SENSOR-02202,Colina Alta,-23.460267,-46.570088,37.39,28.24,2.0,11.28,Alto,2025-05-19,0,0
SENSOR-02203,Morro Azul,-23.232155,-46.705301,33.06,50.01,7.47,43.87,Alto,2025-04-27,2,0
SENSOR-02204,Morro Azul,-23.416087,-46.37918,18.6,97.84,6.7,60.1,Médio,2025-04-16,2,2
SENSOR-02205,Serra Branca,-23.47125,-46.532824,33.61,78.7,2.84,53.6,Baixo,2025-05-12,3,1
SENSOR-02206,Vale Seguro,-23.408997,-46.7384,29.28,25.09,0.92,68.71,Baixo,2025-04-02,4,1
SENSOR-02207,Serra Branca,-23.376075,-46.694256,37.46,88.52,3.84,25.97,Alto,2025-04-07,3,0
SENSOR-02208,Morro Azul,-23.319808,-46.63788,27.43,32.54,7.21,13.1,Alto,2025-05-06,2,0
SENSOR-02209,Colina Alta,-23.067392,-46.474595,33.72,30.45,9.36,64.57,Alto,2025-03-15,0,0
SENSOR-02210,Serra Branca,-23.071449,-46.483736,19.58,80.35,6.75,70.28,Médio,2025-03-23,3,2
SENSOR-02211,Vale Seguro,-23.35917,-46.350582,20.52,38.22,6.23,74.36,Médio,2025-03-12,4,2
SENSOR-02212,Vale Seguro,-23.422758,-46.588876,33.99,93.86,6.17,36.45,Médio,2025-03-25,4,2
SENSOR-02213,Colina Alta,-23.388004,-46.335712,39.08,77.41,9.55,86.36,Alto,2025-04-05,0,0
SENSOR-02214,Colina Alta,-23.464816,-46.335559,36.13,85.92,1.35,53.97,Baixo,2025-04-06,0,1
SENSOR-02215,Colina Alta,-23.36671,-46.446692,25.8,21.69,1.77,7.04,Alto,2025-03-15,0,0
SENSOR-02216,Morro Azul,-23.498929,-46.53631,19.56,26.15,2.8,99.24,Baixo,2025-04-19,2,1
SENSOR-02217,Serra Branca,-23.180943,-46.367265,22.28,99.16,4.27,88.02,Médio,2025-04-25,3,2
SENSOR-02218,Serra Branca,-23.455015,-46.330091,17.51,90.74,4.49,83.99,Médio,2025-04-23,3,2
SENSOR-02219,Encosta Verde,-23.297504,-46.30654,20.91,89.57,3.69,94.32,Baixo,2025-04-26,1,1
SENSOR-02220,Vale Seguro,-23.135458,-46.338958,38.86,32.44,8.23,71.35,Alto,2025-03-13,4,0
SENSOR-02221,Morro Azul,-23.17919,-46.717862,27.47,93.38,2.13,16.92,Alto,2025-03-09,2,0
SENSOR-02222,Colina Alta,-23.420599,-46.312549,20.19,55.56,5.18,81.67,Médio,2025-04-09,0,2
SENSOR-02223,Colina Alta,-23.059849,-46.509905,30.63,64.85,7.17,67.34,Alto,2025-04-18,0,0
SENSOR-02224,Morro Azul,-23.177293,-46.677423,26.77,38.84,0.21,11.46,Alto,2025-04-10,2,0
SENSOR-02225,Colina Alta,-23.269161,-46.33246,30.68,40.47,6.34,95.32,Médio,2025-03-16,0,2
SENSOR-02226,Encosta Verde,-23.096476,-46.35723,25.61,61.03,3.58,60.77,Baixo,2025-05-24,1,1
SENSOR-02227,Serra Branca,-23.314835,-46.799807,21.33,75.17,9.81,18.76,Alto,2025-05-30,3,0
SENSOR-02228,Encosta Verde,-23.439846,-46.51335,26.88,55.0,7.73,60.19,Alto,2025-03-14,1,0
SENSOR-02229,Encosta Verde,-23.345783,-46.50508,39.39,47.05,6.58,59.85,Médio,2025-05-24,1,2
SENSOR-02230,Morro Azul,-23.452269,-46.468576,28.37,77.77,9.09,28.08,Alto,2025-03-05,2,0
SENSOR-02231,Serra Branca,-23.072055,-46.450992,34.11,54.52,0.23,23.1,Alto,2025-04-25,3,0
SENSOR-02232,Serra Branca,-23.183629,-46.665778,20.33,83.99,7.07,75.21,Alto,2025-04-02,3,0
SENSOR-02233,Colina Alta,-23.476718,-46.463496,15.68,57.1,9.72,37.99,Alto,2025-04-30,0,0
SENSOR-02234,Colina Alta,-23.028668,-46.617278,35.75,54.46,7.52,53.55,Alto,2025-04-30,0,0
SENSOR-02235,Serra Branca,-23.055842,-46.709884,31.74,47.86,7.17,35.31,Alto,2025-04-20,3,0
SENSOR-02236,Morro Azul,-23.245407,-46.726463,28.39,77.86,4.38,93.05,Médio,2025-05-08,2,2
SENSOR-02237,Serra Branca,-23.396731,-46.694249,15.82,28.83,5.06,49.56,Médio,2025-05-12,3,2
SENSOR-02238,Colina Alta,-23.31483,-46.339708,22.86,47.59,5.42,68.78,Médio,2025-04-27,0,2
SENSOR-02239,Colina Alta,-23.28276,-46.318522,34.73,65.64,0.83,17.84,Alto,2025-04-15,0,0
SENSOR-02240,Vale Seguro,-23.404243,-46.593207,31.97,57.8,5.28,92.49,Médio,2025-05-20,4,2
SENSOR-02241,Morro Azul,-23.44461,-46.563229,35.59,52.75,6.15,59.52,Médio,2025-03-30,2,2
SENSOR-02242,Colina Alta,-23.269862,-46.653575,33.17,72.67,4.94,33.0,Médio,2025-05-28,0,2
SENSOR-02243,Encosta Verde,-23.126242,-46.628513,16.98,70.04,2.63,38.85,Médio,2025-05-30,1,2
SENSOR-02244,Serra Branca,-23.416704,-46.302939,24.17,74.64,8.98,79.69,Alto,2025-03-04,3,0
SENSOR-02245,Morro Azul,-23.28962,-46.389346,20.03,58.57,1.52,72.75,Baixo,2025-04-11,2,1
SENSOR-02246,Serra Branca,-23.315048,-46.467497,28.78,77.15,4.29,0.48,Alto,2025-05-13,3,0
SENSOR-02247,Encosta Verde,-23.066599,-46.300698,32.31,24.33,8.12,53.98,Alto,2025-04-27,1,0
SENSOR-02248,Colina Alta,-23.40396,-46.642413,15.23,37.61,2.63,10.92,Alto,2025-03-27,0,0
SENSOR-02249,Vale Seguro,-23.199627,-46.635926,27.94,53.57,0.04,49.54,Médio,2025-05-21,4,2
SENSOR-02250,Encosta Verde,-23.066385,-46.698768,23.81,75.61,6.52,71.8,Médio,2025-05-14,1,2
SENSOR-02251,Colina Alta,-23.153653,-46.450545,31.81,73.25,5.28,60.81,Médio,2025-03-14,0,2
SENSOR-02252,Morro Azul,-23.274534,-46.574767,25.14,64.01,8.33,74.4,Alto,2025-03-19,2,0
SENSOR-02253,Morro Azul,-23.11136,-46.644249,31.32,61.68,4.35,87.16,Médio,2025-05-21,2,2
SENSOR-02254,Colina Alta,-23.435994,-46.483246,28.09,98.17,4.79,61.16,Médio,2025-03-04,0,2
SENSOR-02255,Encosta Verde,-23.256292,-46.674233,25.79,46.96,4.87,71.0,Médio,2025-05-22,1,2
SENSOR-02256,Colina Alta,-23.459529,-46.763009,28.52,79.28,3.48,96.68,Baixo,2025-04-09,0,1
SENSOR-02257,Vale Seguro,-23.262971,-46.317748,20.02,48.96,7.75,98.22,Alto,2025-03-23,4,0
SENSOR-02258,Serra Branca,-23.017603,-46.383939,24.07,23.23,2.67,38.13,Médio,2025-04-05,3,2
SENSOR-02259,Vale Seguro,-23.042062,-46.731466,28.9,43.67,6.06,82.13,Médio,2025-03-26,4,2
SENSOR-02260,Colina Alta,-23.371826,-46.396465,35.37,58.95,3.82,89.92,Baixo,2025-03-09,0,1
SENSOR-02261,Morro Azul,-23.193008,-46.639381,27.38,85.73,4.48,86.84,Médio,2025-03-26,2,2
SENSOR-02262,Colina Alta,-23.143213,-46.624242,25.56,31.0,2.97,42.26,Médio,2025-04-06,0,2
SENSOR-02263,Vale Seguro,-23.27912,-46.654992,24.09,91.67,3.11,24.78,Alto,2025-04-19,4,0
SENSOR-02264,Encosta Verde,-23.087861,-46.628652,33.41,43.87,1.32,73.2,Baixo,2025-04-22,1,1
SENSOR-02265,Serra Branca,-23.049389,-46.765307,37.5,75.42,9.61,88.63,Alto,2025-04-08,3,0
SENSOR-02266,Colina Alta,-23.232966,-46.526182,24.78,71.3,8.49,72.66,Alto,2025-05-02,0,0
SENSOR-02267,Vale Seguro,-23.499799,-46.585204,19.27,20.95,3.49,59.54,Baixo,2025-05-21,4,1
SENSOR-02268,Morro Azul,-23.44813,-46.503828,37.2,54.91,2.46,98.83,Baixo,2025-03-19,2,1
SENSOR-02269,Colina Alta,-23.439186,-46.455188,31.87,84.83,0.6,17.14,Alto,2025-04-29,0,0
SENSOR-02270,Vale Seguro,-23.115213,-46.319385,20.83,20.97,2.52,44.66,Médio,2025-03-15,4,2
SENSOR-02271,Encosta Verde,-23.094918,-46.593339,27.54,46.06,3.33,87.11,Baixo,2025-04-14,1,1
SENSOR-02272,Serra Branca,-23.045431,-46.52583,16.71,51.58,5.97,28.68,Alto,2025-05-16,3,0
SENSOR-02273,Serra Branca,-23.132719,-46.50003,28.36,92.6,2.02,10.09,Alto,2025-04-04,3,0
SENSOR-02274,Morro Azul,-23.136791,-46.752871,31.62,26.03,1.55,80.68,Baixo,2025-03-23,2,1
SENSOR-02275,Colina Alta,-23.037681,-46.478793,30.44,90.95,0.35,26.8,Alto,2025-03-29,0,0
SENSOR-02276,Morro Azul,-23.076736,-46.515319,39.78,28.12,3.06,15.07,Alto,2025-05-12,2,0
SENSOR-02277,Vale Seguro,-23.260288,-46.308973,27.95,24.15,3.52,89.39,Baixo,2025-03-07,4,1
SENSOR-02278,Encosta Verde,-23.300515,-46.790676,16.16,29.42,3.65,56.5,Baixo,2025-05-06,1,1
SENSOR-02279,Serra Branca,-23.062078,-46.438815,27.71,58.21,5.53,87.66,Médio,2025-05-28,3,2
SENSOR-02280,Encosta Verde,-23.284665,-46.738058,35.59,55.27,7.72,8.94,Alto,2025-04-10,1,0
SENSOR-02281,Colina Alta,-23.159408,-46.428907,26.95,94.09,1.57,72.82,Baixo,2025-05-07,0,1
SENSOR-02282,Serra Branca,-23.268169,-46.45095,36.18,41.04,9.28,81.33,Alto,2025-04-12,3,0
SENSOR-02283,Encosta Verde,-23.427302,-46.578168,34.03,34.63,2.7,17.04,Alto,2025-03-11,1,0
SENSOR-02284,Serra Branca,-23.380925,-46.752601,15.04,36.44,8.42,97.2,Alto,2025-05-17,3,0
SENSOR-02285,Vale Seguro,-23.412869,-46.495889,23.79,91.45,2.64,31.25,Médio,2025-03-19,4,2
SENSOR-02286,Colina Alta,-23.089584,-46.660116,19.57,57.71,0.35,80.88,Baixo,2025-04-07,0,1
SENSOR-02287,Morro Azul,-23.083834,-46.34163,34.67,56.89,0.78,55.2,Baixo,2025-04-13,2,1
SENSOR-02288,Encosta Verde,-23.001167,-46.414284,39.46,47.34,9.48,89.16,Alto,2025-04-10,1,0
SENSOR-02289,Serra Branca,-23.478448,-46.673741,39.62,84.28,0.39,22.07,Alto,2025-03-06,3,0
SENSOR-02290,Colina Alta,-23.069584,-46.78641,23.15,92.87,3.48,54.36,Baixo,2025-05-15,0,1
SENSOR-02291,Encosta Verde,-23.007051,-46.509029,33.18,78.83,3.46,79.37,Baixo,2025-04-24,1,1
SENSOR-02292,Vale Seguro,-23.249597,-46.76326,31.85,68.26,9.81,68.09,Alto,2025-04-10,4,0
SENSOR-02293,Encosta Verde,-23.234121,-46.48345,25.92,49.13,6.72,7.5,Alto,2025-03-30,1,0
SENSOR-02294,Morro Azul,-23.476002,-46.470126,33.49,40.06,6.68,42.44,Médio,2025-05-11,2,2
SENSOR-02295,Vale Seguro,-23.040313,-46.470746,35.54,98.09,6.46,13.13,Alto,2025-03-15,4,0
SENSOR-02296,Morro Azul,-23.039774,-46.330111,30.96,40.41,8.05,0.28,Alto,2025-04-30,2,0
SENSOR-02297,Colina Alta,-23.201897,-46.366136,31.34,20.76,2.68,60.69,Baixo,2025-06-02,0,1
SENSOR-02298,Serra Branca,-23.461685,-46.702652,26.63,96.06,9.17,48.64,Alto,2025-05-05,3,0
SENSOR-02299,Serra Branca,-23.369677,-46.300081,33.12,32.74,7.45,53.83,Alto,2025-03-08,3,0
SENSOR-02300,Vale Seguro,-23.477803,-46.680947,23.79,58.07,6.43,45.47,Médio,2025-03-16,4,2
SENSOR-02301,Vale Seguro,-23.427018,-46.794712,17.88,23.26,7.91,50.23,Alto,2025-05-12,4,0
SENSOR-02302,Morro Azul,-23.197808,-46.445844,28.63,58.5,4.49,95.08,Médio,2025-04-21,2,2
SENSOR-02303,Colina Alta,-23.274969,-46.313839,28.48,67.89,9.29,73.28,Alto,2025-05-16,0,0
SENSOR-02304,Morro Azul,-23.073434,-46.722598,34.27,76.79,5.13,94.98,Médio,2025-04-24,2,2
SENSOR-02305,Morro Azul,-23.424332,-46.507089,33.76,23.66,8.6,65.66,Alto,2025-03-09,2,0
SENSOR-02306,Serra Branca,-23.421605,-46.362107,37.82,57.13,0.68,70.17,Baixo,2025-03-07,3,1
SENSOR-02307,Serra Branca,-23.413718,-46.781894,21.42,43.01,5.67,41.03,Médio,2025-05-01,3,2
SENSOR-02308,Vale Seguro,-23.409015,-46.701169,32.56,58.52,9.32,42.94,Alto,2025-05-11,4,0
SENSOR-02309,Serra Branca,-23.156508,-46.764268,24.65,58.06,9.69,57.12,Alto,2025-05-07,3,0
SENSOR-02310,Serra Branca,-23.36145,-46.550621,35.24,73.26,2.26,62.97,Baixo,2025-04-20,3,1
SENSOR-02311,Colina Alta,-23.312908,-46.679164,27.74,24.64,4.18,69.21,Médio,2025-05-09,0,2
SENSOR-02312,Morro Azul,-23.423247,-46.365247,15.96,24.96,2.73,72.96,Baixo,2025-04-25,2,1
SENSOR-02313,Serra Branca,-23.019402,-46.578306,25.82,67.33,5.26,0.09,Alto,2025-03-27,3,0
SENSOR-02314,Colina Alta,-23.026022,-46.758498,26.37,79.77,3.8,5.02,Alto,2025-04-28,0,0
SENSOR-02315,Colina Alta,-23.058174,-46.653891,31.51,21.69,6.84,81.56,Médio,2025-04-09,0,2
SENSOR-02316,Colina Alta,-23.140766,-46.729399,31.29,27.03,0.48,8.41,Alto,2025-05-19,0,0
SENSOR-02317,Encosta Verde,-23.246017,-46.528007,32.1,97.82,2.33,86.7,Baixo,2025-03-17,1,1
SENSOR-02318,Encosta Verde,-23.475799,-46.371397,29.19,75.74,1.93,9.98,Alto,2025-05-14,1,0
SENSOR-02319,Encosta Verde,-23.145402,-46.525139,15.3,41.78,7.04,7.42,Alto,2025-03-19,1,0
SENSOR-02320,Encosta Verde,-23.036057,-46.378723,29.49,35.89,9.99,46.24,Alto,2025-05-06,1,0
SENSOR-02321,Encosta Verde,-23.494385,-46.634089,22.41,99.66,3.28,18.02,Alto,2025-04-25,1,0
SENSOR-02322,Morro Azul,-23.047803,-46.682259,35.8,98.15,9.78,14.41,Alto,2025-03-08,2,0
SENSOR-02323,Encosta Verde,-23.382832,-46.348348,22.28,47.92,6.32,15.9,Alto,2025-03-13,1,0
SENSOR-02324,Colina Alta,-23.044435,-46.337996,15.02,32.26,8.35,50.95,Alto,2025-03-18,0,0
SENSOR-02325,Morro Azul,-23.12159,-46.512207,25.05,38.13,0.9,72.29,Baixo,2025-05-26,2,1
SENSOR-02326,Serra Branca,-23.068748,-46.595836,24.95,42.1,3.46,93.29,Baixo,2025-05-13,3,1
SENSOR-02327,Serra Branca,-23.019039,-46.480746,28.3,67.87,6.76,74.34,Médio,2025-04-19,3,2
SENSOR-02328,Morro Azul,-23.172271,-46.502016,35.63,79.58,0.95,63.93,Baixo,2025-03-21,2,1
SENSOR-02329,Colina Alta,-23.234458,-46.367019,38.13,81.89,5.34,3.35,Alto,2025-04-26,0,0
SENSOR-02330,Encosta Verde,-23.004071,-46.589226,31.15,41.3,7.94,27.42,Alto,2025-05-12,1,0
SENSOR-02331,Colina Alta,-23.04263,-46.570532,37.16,31.56,9.0,78.37,Alto,2025-04-08,0,0
SENSOR-02332,Encosta Verde,-23.265375,-46.631092,31.35,35.98,7.86,51.34,Alto,2025-04-02,1,0
SENSOR-02333,Vale Seguro,-23.099977,-46.306168,31.64,89.03,1.02,79.46,Baixo,2025-03-17,4,1
SENSOR-02334,Colina Alta,-23.228112,-46.618565,39.62,96.89,7.38,93.26,Alto,2025-03-25,0,0
SENSOR-02335,Serra Branca,-23.249217,-46.652179,31.22,55.54,2.76,23.72,Alto,2025-04-25,3,0
SENSOR-02336,Serra Branca,-23.44611,-46.3331,28.46,26.89,6.52,81.59,Médio,2025-04-27,3,2
SENSOR-02337,Encosta Verde,-23.379755,-46.629754,22.23,56.72,8.81,50.24,Alto,2025-04-09,1,0
SENSOR-02338,Serra Branca,-23.018508,-46.343876,26.59,22.78,2.04,96.48,Baixo,2025-05-20,3,1
SENSOR-02339,Colina Alta,-23.353671,-46.61248,27.76,49.84,0.92,43.56,Médio,2025-03-10,0,2
SENSOR-02340,Vale Seguro,-23.038916,-46.500995,22.08,52.09,3.75,35.84,Médio,2025-03-30,4,2
SENSOR-02341,Encosta Verde,-23.144251,-46.732981,24.93,60.73,6.93,77.84,Médio,2025-05-08,1,2
SENSOR-02342,Serra Branca,-23.223634,-46.489381,36.98,31.16,8.64,35.88,Alto,2025-05-04,3,0
SENSOR-02343,Vale Seguro,-23.487844,-46.682695,31.59,48.31,3.05,75.26,Baixo,2025-05-17,4,1
SENSOR-02344,Encosta Verde,-23.360262,-46.40586,22.13,32.88,4.99,3.69,Alto,2025-03-30,1,0
SENSOR-02345,Serra Branca,-23.149011,-46.732644,19.33,64.91,8.95,25.17,Alto,2025-03-22,3,0
SENSOR-02346,Vale Seguro,-23.496075,-46.605355,30.02,38.47,9.74,33.81,Alto,2025-04-26,4,0
SENSOR-02347,Serra Branca,-23.10934,-46.711864,23.36,29.45,6.61,96.02,Médio,2025-05-22,3,2
SENSOR-02348,Vale Seguro,-23.152415,-46.322407,30.26,57.12,9.79,14.45,Alto,2025-04-29,4,0
SENSOR-02349,Encosta Verde,-23.101058,-46.306387,26.47,97.04,2.06,7.31,Alto,2025-03-21,1,0
SENSOR-02350,Serra Branca,-23.082591,-46.436394,24.91,22.51,1.91,11.55,Alto,2025-04-05,3,0
SENSOR-02351,Colina Alta,-23.308481,-46.424786,23.94,81.29,4.83,27.05,Alto,2025-04-25,0,0
SENSOR-02352,Vale Seguro,-23.191163,-46.454325,22.17,63.7,8.95,61.14,Alto,2025-04-10,4,0
SENSOR-02353,Vale Seguro,-23.180701,-46.309504,25.38,90.72,9.13,38.24,Alto,2025-03-28,4,0
SENSOR-02354,Encosta Verde,-23.085083,-46.494709,24.32,85.62,0.01,42.46,Médio,2025-04-07,1,2
SENSOR-02355,Morro Azul,-23.032242,-46.424746,36.87,43.15,5.45,17.01,Alto,2025-05-26,2,0
SENSOR-02356,Vale Seguro,-23.308245,-46.647196,39.18,28.89,5.8,43.67,Médio,2025-03-21,4,2
SENSOR-02357,Morro Azul,-23.351802,-46.642111,29.84,40.29,9.67,6.68,Alto,2025-03-30,2,0
SENSOR-02358,Serra Branca,-23.462758,-46.628529,35.01,93.69,0.59,42.03,Médio,2025-04-22,3,2
SENSOR-02359,Morro Azul,-23.376132,-46.593005,15.11,62.14,1.99,78.49,Baixo,2025-03-06,2,1
SENSOR-02360,Encosta Verde,-23.162781,-46.378413,16.1,22.03,9.24,99.06,Alto,2025-05-10,1,0
SENSOR-02361,Encosta Verde,-23.034803,-46.300578,33.78,36.94,0.56,52.48,Baixo,2025-03-29,1,1
SENSOR-02362,Encosta Verde,-23.122954,-46.441057,28.18,55.6,8.01,79.32,Alto,2025-06-02,1,0
SENSOR-02363,Colina Alta,-23.2444,-46.359716,25.67,96.75,3.71,0.68,Alto,2025-04-29,0,0
SENSOR-02364,Serra Branca,-23.425572,-46.786645,38.53,29.48,9.1,9.39,Alto,2025-03-26,3,0
SENSOR-02365,Colina Alta,-23.144833,-46.746873,31.02,55.55,4.32,32.75,Médio,2025-05-08,0,2
SENSOR-02366,Encosta Verde,-23.234789,-46.399462,37.02,27.0,7.49,10.53,Alto,2025-03-31,1,0
SENSOR-02367,Serra Branca,-23.495908,-46.679849,32.31,27.04,1.31,13.97,Alto,2025-03-28,3,0
SENSOR-02368,Colina Alta,-23.339881,-46.423517,26.81,54.71,6.0,61.26,Médio,2025-05-16,0,2
SENSOR-02369,Morro Azul,-23.267286,-46.576894,20.95,37.82,8.44,82.71,Alto,2025-03-11,2,0
SENSOR-02370,Serra Branca,-23.067789,-46.478294,35.63,21.4,4.13,91.32,Médio,2025-03-29,3,2
SENSOR-02371,Colina Alta,-23.105643,-46.410436,19.43,90.29,3.79,85.01,Baixo,2025-06-01,0,1
SENSOR-02372,Morro Azul,-23.226765,-46.307076,17.77,73.38,1.54,2.02,Alto,2025-03-04,2,0
SENSOR-02373,Vale Seguro,-23.408844,-46.444676,34.26,92.24,3.52,9.53,Alto,2025-04-15,4,0
SENSOR-02374,Serra Branca,-23.26917,-46.458366,23.87,28.48,5.64,40.72,Médio,2025-05-23,3,2
SENSOR-02375,Colina Alta,-23.439192,-46.5231,20.2,95.66,7.86,50.82,Alto,2025-03-28,0,0
SENSOR-02376,Vale Seguro,-23.069522,-46.44748,39.47,76.42,6.17,99.32,Médio,2025-04-04,4,2
SENSOR-02377,Encosta Verde,-23.360379,-46.441109,30.15,21.68,0.7,91.09,Baixo,2025-04-25,1,1
SENSOR-02378,Encosta Verde,-23.382018,-46.657607,17.66,93.27,7.76,30.81,Alto,2025-05-14,1,0
SENSOR-02379,Serra Branca,-23.446951,-46.326569,21.87,28.77,8.38,49.39,Alto,2025-05-30,3,0
SENSOR-02380,Encosta Verde,-23.401113,-46.378949,23.91,44.19,0.53,95.46,Baixo,2025-06-02,1,1
SENSOR-02381,Morro Azul,-23.172931,-46.46738,33.7,84.47,7.88,37.66,Alto,2025-04-06,2,0
SENSOR-02382,Colina Alta,-23.412932,-46.612007,33.18,23.98,7.31,6.48,Alto,2025-05-02,0,0
SENSOR-02383,Morro Azul,-23.217282,-46.756432,21.41,34.65,3.99,0.63,Alto,2025-04-07,2,0
SENSOR-02384,Vale Seguro,-23.369422,-46.493935,39.59,57.22,0.35,20.0,Alto,2025-03-28,4,0
SENSOR-02385,Morro Azul,-23.49488,-46.719552,19.61,91.33,7.14,72.66,Alto,2025-03-24,2,0
SENSOR-02386,Morro Azul,-23.027338,-46.521279,27.46,58.32,6.77,94.25,Médio,2025-04-14,2,2
SENSOR-02387,Serra Branca,-23.194198,-46.418283,22.66,79.34,4.13,35.01,Médio,2025-06-01,3,2
SENSOR-02388,Encosta Verde,-23.014637,-46.797259,18.26,37.63,4.67,90.87,Médio,2025-03-08,1,2
SENSOR-02389,Serra Branca,-23.017578,-46.460216,37.04,69.41,5.43,50.75,Médio,2025-03-10,3,2
SENSOR-02390,Vale Seguro,-23.054736,-46.502972,20.88,79.12,0.79,60.87,Baixo,2025-05-03,4,1
SENSOR-02391,Colina Alta,-23.464749,-46.45703,22.89,76.96,6.03,99.96,Médio,2025-03-15,0,2
SENSOR-02392,Encosta Verde,-23.069442,-46.445938,27.84,98.16,3.44,81.08,Baixo,2025-04-15,1,1
SENSOR-02393,Encosta Verde,-23.25567,-46.605923,29.53,87.91,5.22,72.1,Médio,2025-05-25,1,2
SENSOR-02394,Vale Seguro,-23.246779,-46.615425,26.01,94.0,9.08,77.03,Alto,2025-04-18,4,0
SENSOR-02395,Colina Alta,-23.087259,-46.775281,39.45,45.9,0.42,36.77,Médio,2025-04-21,0,2
SENSOR-02396,Encosta Verde,-23.021234,-46.639203,39.47,45.85,8.31,35.7,Alto,2025-05-27,1,0
SENSOR-02397,Colina Alta,-23.17962,-46.588237,15.03,42.93,7.98,46.1,Alto,2025-04-28,0,0
SENSOR-02398,Colina Alta,-23.26311,-46.657377,26.52,70.0,2.03,5.07,Alto,2025-05-17,0,0
SENSOR-02399,Colina Alta,-23.414565,-46.709494,30.74,24.79,7.24,40.69,Alto,2025-04-26,0,0
SENSOR-02400,Colina Alta,-23.099454,-46.689721,37.08,66.34,4.25,59.11,Médio,2025-05-13,0,2
